car_name,yr_mfr,fuel_type,kms_run,sale_price,city,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,make,model,total_owners,original_price,car_rating,fitness_certificate
maruti swift dzire,2012,diesel,80671,336099,noida,sedan,manual,vdi bs iv,True,kanpur,uttar pradesh,True,up78,maruti,swift dzire,1,Unknown,great,True
maruti ritz,2009,petrol,48907,189299,noida,hatchback,manual,vxi,True,new delhi,delhi,True,dl9c,maruti,ritz,1,203068.0,great,True
maruti ertiga,2015,diesel,57933,574199,noida,suv,manual,zdi,True,delhi,delhi,True,dl8c,maruti,ertiga,2,Unknown,great,True
hyundai i20,2009,petrol,86251,175299,noida,hatchback,manual,magna 1.2 vtvt,True,delhi,delhi,True,dl7c,hyundai,i20,2,241839.0,great,True
maruti alto,2019,petrol & cng,50244,313399,noida,hatchback,manual,lxi,True,bulandshahr,uttar pradesh,True,up13,maruti,alto,2,381015.0,great,True
maruti alto k10,2014,petrol & cng,70930,274799,noida,hatchback,manual,lxi cng,True,delhi,delhi,True,dl5c,maruti,alto k10,1,282252.0,good,True
maruti wagon r 1.0,2012,petrol & cng,83630,218899,noida,hatchback,manual,lxi cng,True,gurgaon,haryana,True,hr72,maruti,wagon r 1.0,1,219657.0,great,True
hyundai verna,2018,diesel,38712,949499,noida,sedan,automatic,1.6 crdi sx + at,True,ghaziabad,uttar pradesh,True,up14,hyundai,verna,1,1190183.0,great,True
maruti vitara brezza,2017,diesel,39663,732399,noida,suv,manual,zdi plus,True,ghaziabad,uttar pradesh,True,up14,maruti,vitara brezza,1,869580.0,great,True
hyundai verna,2017,diesel,38307,747999,noida,sedan,manual,1.6 crdi sx,True,delhi,delhi,True,dl5c,hyundai,verna,1,773687.0,great,True
mahindra tuv300,2015,diesel,71692,579599,noida,suv,automatic,t8 at,True,delhi,delhi,True,dl12,mahindra,tuv300,2,715850.0,great,True
hyundai verna,2019,diesel,25800,846799,noida,sedan,Unknown,1.4 crdi ex mt,True,delhi,delhi,True,dl11,hyundai,verna,1,880826.0,great,True
maruti ertiga,2012,diesel,89257,419599,noida,suv,manual,vdi,True,delhi,delhi,True,dl12,maruti,ertiga,1,510511.0,great,True
hyundai elite i20,2018,petrol & cng,42277,523699,noida,hatchback,manual,asta 1.2,True,delhi,delhi,True,dl10,hyundai,elite i20,1,539287.0,great,True
maruti vitara brezza,2018,diesel,28572,780799,noida,suv,manual,zdi plus,True,ghaziabad,uttar pradesh,True,up14,maruti,vitara brezza,1,981835.0,great,True
ford ecosport,2018,petrol,11844,791199,noida,suv,manual,1.5 titanium ti vct,True,delhi,delhi,True,dl12,ford,ecosport,1,844852.0,great,True
maruti ertiga,2012,diesel,81227,380599,noida,suv,manual,zdi,True,delhi,delhi,True,dl8c,maruti,ertiga,2,432822.0,great,True
hyundai verna,2012,diesel,84027,283299,noida,sedan,manual,fluidic 1.4 crdi,True,new delhi,delhi,True,dl7c,hyundai,verna,2,292134.0,great,True
maruti xl6,2019,petrol,10643,877199,noida,suv,Unknown,alpha shvs  mt,True,gurgaon,haryana,True,hr26,maruti,xl6,2,935075.0,great,True
tata harrier,2019,diesel,50873,1280577,noida,suv,Unknown,xz 2.0l kryotec,True,gurgaon,haryana,True,hr95,tata,harrier,1,Unknown,great,True
honda city,2014,diesel,74867,514499,noida,sedan,manual,vx mt diesel,True,new delhi,delhi,True,dl3c,honda,city,2,516724.0,great,True
honda civic,2010,petrol,86619,273199,noida,sedan,automatic,1.8v at,True,delhi,delhi,True,dl3c,honda,civic,2,325340.0,great,True
maruti swift,2009,petrol,89564,177099,noida,hatchback,manual,vxi 1.3,False,delhi,delhi,True,dl3c,maruti,swift,2,229653.0,great,True
hyundai verna,2014,diesel,75854,488299,noida,sedan,manual,fluidic 1.6 sx crdi opt,True,noida,uttar pradesh,True,up16,hyundai,verna,1,621346.0,great,True
honda brio,2014,petrol,76938,273899,noida,hatchback,manual,1.2 s mt i vtec,True,delhi,delhi,True,dl2c,honda,brio,1,349618.0,great,True
hyundai i10,2015,petrol & cng,87634,297599,noida,hatchback,manual,magna 1.1 irde2,True,delhi,delhi,True,dl3c,hyundai,i10,1,Unknown,good,True
mercedes benz cla class,2016,diesel,19492,2055348,noida,luxury sedan,manual,cla 200 cdi sport,True,delhi,delhi,True,dl2c,mercedes benz,cla class,2,2085889.0,great,True
maruti baleno,2016,diesel,81175,538099,noida,hatchback,manual,alpha ddis 190,False,ghaziabad,uttar pradesh,True,up14,maruti,baleno,1,681350.0,great,True
hyundai i10,2012,petrol,88696,200799,noida,hatchback,manual,magna 1.2 kappa2,True,delhi,delhi,True,dl12,hyundai,i10,1,261543.0,great,True
honda amaze,2018,diesel,56926,569899,noida,sedan,manual,1.5 smt i dtec,True,ghaziabad,uttar pradesh,True,up14,honda,amaze,1,727418.0,great,True
maruti ciaz,2018,diesel,57860,770199,noida,sedan,manual,alpha 1.3 ddis shvs,True,ghaziabad,uttar pradesh,True,up14,maruti,ciaz,1,982967.0,great,True
mahindra kuv100,2016,diesel,99569,266299,noida,suv,manual,k4+ d 6 str,True,faridabad,haryana,True,hr51,mahindra,kuv100,1,326710.0,great,True
honda city,2009,petrol,133196,201899,noida,sedan,Unknown,1.5 e mt petrol,True,delhi,delhi,True,dl4c,honda,city,2,Unknown,great,True
maruti eeco,2017,petrol & cng,105847,280699,noida,suv,manual,7 str,True,gurgaon,haryana,True,hr26,maruti,eeco,1,Unknown,great,True
maruti alto,2009,petrol & cng,109466,105999,noida,hatchback,manual,lxi,True,delhi,delhi,True,dl9c,maruti,alto,2,149393.0,great,False
audi a3,2016,petrol,76749,1663670,noida,luxury sedan,automatic,40 tfsi premium,True,delhi,delhi,True,dl1c,audi,a3,1,2053200.0,great,True
maruti swift dzire,2013,petrol,95093,288599,noida,sedan,manual,vxi 1.2 bs iv,True,new delhi,delhi,True,dl8c,maruti,swift dzire,1,379281.0,great,True
mahindra xuv500,2014,diesel,82866,504199,noida,luxury suv,manual,w4,True,delhi,delhi,True,dl10,mahindra,xuv500,2,Unknown,great,True
toyota corolla altis,2012,petrol,118659,444299,noida,luxury sedan,automatic,vl at,True,delhi,delhi,True,dl3c,toyota,corolla altis,2,Unknown,great,True
honda city,2014,petrol,93529,478899,noida,sedan,manual,sv mt petrol,True,ghaziabad,uttar pradesh,True,up14,honda,city,2,541693.0,great,True
hyundai creta,2017,diesel,109022,754099,noida,suv,Unknown,1.6 sx crdi,True,noida,uttar pradesh,True,up16,hyundai,creta,1,974052.0,great,True
hyundai i10,2013,petrol,93866,234299,noida,hatchback,manual,sportz 1.2 kappa2,True,meerut,uttar pradesh,True,up15,hyundai,i10,1,293378.0,great,True
honda amaze,2014,diesel,110019,282299,noida,sedan,manual,1.5 exmt i dtec,True,new delhi,delhi,True,dl8c,honda,amaze,1,Unknown,great,True
maruti alto 800,2014,petrol & cng,101288,212699,noida,hatchback,manual,lxi cng,True,delhi,delhi,True,dl14,maruti,alto 800,1,Unknown,great,True
maruti swift,2014,petrol & cng,104448,314999,noida,hatchback,manual,lxi,True,delhi,delhi,True,dl2c,maruti,swift,1,418624.0,great,True
toyota fortuner,2012,diesel,169704,1089687,noida,luxury suv,manual,3.0 mt 4x2,True,noida,uttar pradesh,True,up16,toyota,fortuner,1,1359937.0,great,True
honda city,2015,petrol,147944,554899,noida,sedan,manual,vx mt petrol,True,new delhi,delhi,True,dl3c,honda,city,2,568889.0,great,True
hyundai santro xing,2010,petrol & cng,84568,135000,noida,hatchback,manual,gls cng,False,delhi,delhi,False,dl3c,hyundai,santro xing,2,Unknown,good,True
mahindra xuv500,2015,diesel,45412,700000,noida,suv,manual,w6 4x2,False,noida,uttar pradesh,False,up16,mahindra,xuv500,1,Unknown,good,True
hyundai i20,2013,petrol,29656,339299,noida,hatchback,manual,magna o 1.2,True,ghaziabad,uttar pradesh,True,up14,hyundai,i20,1,430359.0,great,True
honda brio,2012,petrol,48415,199499,noida,hatchback,manual,1.2 s mt i vtec,True,delhi,delhi,True,dl13,honda,brio,1,275320.0,great,True
honda amaze,2019,petrol,5906,581299,noida,sedan,manual,1.2 smt i vtec,True,new delhi,delhi,True,dl10,honda,amaze,1,593482.0,great,True
hyundai santro xing,2014,petrol,45361,265899,noida,hatchback,manual,gl plus,True,noida,uttar pradesh,True,up16,hyundai,santro xing,1,339367.0,great,True
maruti alto 800,2014,petrol & cng,22307,254999,noida,hatchback,manual,lxi,True,delhi,delhi,True,dl2c,maruti,alto 800,1,Unknown,good,True
renault kwid,2017,petrol,29238,301499,noida,hatchback,manual,1.0 rxt opt,True,ghaziabad,uttar pradesh,True,up14,renault,kwid,1,388983.0,great,True
maruti swift dzire,2014,diesel,27619,481099,noida,sedan,manual,zdi,True,ghaziabad,uttar pradesh,True,up14,maruti,swift dzire,1,609475.0,great,True
maruti baleno,2019,petrol,5631,602799,noida,hatchback,manual,delta 1.2 k12,True,delhi,delhi,True,dl3c,maruti,baleno,1,779212.0,great,True
maruti swift,2018,petrol,11550,537399,noida,hatchback,manual,vxi,True,noida,uttar pradesh,True,up16,maruti,swift,1,667508.0,great,True
maruti dzire,2018,petrol,24883,563999,noida,sedan,manual,vxi,True,ghaziabad,uttar pradesh,True,up14,maruti,dzire,1,731634.0,great,True
renault kwid,2016,petrol,31898,245999,noida,hatchback,manual,rxt,False,delhi,delhi,True,dl1c,renault,kwid,1,300952.0,great,True
datsun redi go,2017,petrol,21259,233399,noida,hatchback,manual,t (o),True,new delhi,delhi,True,dl14,datsun,redi go,1,271963.0,good,True
maruti sx4,2008,petrol,50292,128299,noida,sedan,manual,zxi,True,delhi,delhi,True,dl3c,maruti,sx4,2,167036.0,great,False
renault kwid,2016,petrol,44946,248699,noida,hatchback,manual,1.0 rxt,True,lucknow,uttar pradesh,True,up32,renault,kwid,1,324451.0,great,True
tata nano,2015,petrol,42878,152399,noida,hatchback,manual,xt twist,True,delhi,delhi,True,dl2c,tata,nano,1,154745.0,fair,True
hyundai i10,2015,petrol,51368,305599,noida,hatchback,manual,sportz 1.1 irde2,True,delhi,delhi,True,dl10,hyundai,i10,1,Unknown,great,True
hyundai creta,2015,petrol,27144,802499,noida,suv,manual,1.6 s,True,delhi,delhi,True,dl1c,hyundai,creta,1,999716.0,great,True
maruti baleno,2018,petrol,28594,624399,noida,hatchback,manual,alpha 1.2 k12,True,delhi,delhi,True,dl3c,maruti,baleno,1,786657.0,great,True
mahindra thar,2018,diesel,22800,764399,noida,suv,manual,crde 4x4 bs iv,True,delhi,delhi,True,dl12,mahindra,thar,2,977079.0,great,True
maruti swift dzire,2015,petrol,57988,393799,noida,sedan,manual,lxi opt,True,gurgaon,haryana,True,hr26,maruti,swift dzire,1,486705.0,great,True
honda amaze,2017,petrol & cng,57086,470799,noida,sedan,manual,1.2 smt i vtec,True,delhi,delhi,True,dl1c,honda,amaze,2,Unknown,great,True
chevrolet beat,2013,diesel,136954,157999,noida,hatchback,manual,ls diesel,True,delhi,delhi,True,dl8c,chevrolet,beat,1,164999.0,great,True
maruti dzire,2018,diesel,52916,558599,noida,sedan,manual,vdi,True,noida,uttar pradesh,True,up16,maruti,dzire,1,705613.0,great,True
maruti ertiga,2014,diesel,72120,529099,noida,suv,manual,zdi,True,noida,uttar pradesh,True,up16,maruti,ertiga,1,655064.0,great,True
maruti swift dzire,2013,diesel,85174,297499,noida,sedan,manual,ldi bs iv,True,delhi,delhi,True,dl13,maruti,swift dzire,1,Unknown,great,True
toyota fortuner,2015,diesel,59372,1502599,noida,luxury suv,manual,3.0 mt 4x4,True,noida,uttar pradesh,True,up16,toyota,fortuner,1,1838519.0,great,True
maruti vitara brezza,2019,diesel,33317,802799,noida,suv,Unknown,vdi amt,True,noida,uttar pradesh,True,up16,maruti,vitara brezza,1,1027011.0,great,True
toyota innova,2013,diesel,80307,691399,noida,suv,manual,2.5 gx 7 str bs iv,True,ghaziabad,uttar pradesh,True,up14,toyota,innova,1,885331.0,great,True
mahindra scorpio,2019,diesel,41908,1307948,noida,suv,manual,s11,True,ghaziabad,uttar pradesh,True,up14,mahindra,scorpio,2,1597369.0,great,True
hyundai elite i20,2016,diesel,105733,469399,noida,hatchback,manual,sportz 1.4,True,delhi,delhi,True,dl7c,hyundai,elite i20,1,610832.0,great,True
mahindra scorpio,2016,diesel,71231,865499,noida,suv,Unknown,s6+ intell hybrid,True,noida,uttar pradesh,True,up16,mahindra,scorpio,1,1012038.0,great,True
maruti wagon r 1.0,2016,petrol & cng,74429,276299,noida,hatchback,manual,lxi,True,bulandshahar,uttar pradesh,True,up13,maruti,wagon r 1.0,1,325520.0,great,True
maruti ertiga,2013,diesel,191884,441199,noida,suv,manual,zdi,True,noida,uttar pradesh,True,up16,maruti,ertiga,1,506291.0,great,True
maruti swift dzire,2013,diesel,64676,280000,noida,sedan,manual,vdi bs iv,True,noida,uttar pradesh,False,up16,maruti,swift dzire,1,Unknown,great,True
maruti swift,2012,diesel,73920,240000,noida,hatchback,manual,vdi,False,delhi,delhi,False,dl10,maruti,swift,3,Unknown,great,True
maruti alto 800,2014,petrol,38295,170000,noida,hatchback,manual,vxi,False,delhi,delhi,False,dl2c,maruti,alto 800,2,Unknown,great,True
maruti 800,2005,petrol,58000,35,noida,Unknown,Unknown,dx,False,Unknown,Unknown,False,up14,maruti,800,2,Unknown,Unknown,False
renault kwid,2016,petrol,34501,210000,noida,hatchback,manual,rxt,False,delhi,delhi,False,dl8c,renault,kwid,2,Unknown,good,True
maruti swift,2012,diesel,98040,270000,noida,hatchback,manual,vdi,False,delhi,delhi,False,dl3c,maruti,swift,1,Unknown,great,True
hyundai santro xing,2005,petrol & cng,136658,47000,noida,hatchback,manual,xp,False,delhi,delhi,False,dl4c,hyundai,santro xing,1,Unknown,overpriced,False
hyundai verna,2012,diesel,94634,482000,noida,sedan,manual,fluidic 1.6 sx crdi,True,faridabad,haryana,False,hr51,hyundai,verna,1,Unknown,fair,True
chevrolet aveo u va,2009,petrol,42024,90000,noida,hatchback,manual,1.2,False,delhi,delhi,False,dl9c,chevrolet,aveo u va,2,Unknown,overpriced,False
honda city,2005,petrol,147503,60000,noida,sedan,manual,1.5 exi,False,faridabad,haryana,False,hr51,honda,city,2,Unknown,great,False
tata indica vista,2011,diesel,120066,115000,noida,hatchback,manual,lx tdi bs iii,False,badaun,uttar pradesh,False,up24,tata,indica vista,2,Unknown,overpriced,False
hyundai verna,2012,diesel,98644,375000,noida,sedan,manual,fluidic 1.6 sx crdi opt,True,ghaziabad,uttar pradesh,False,up14,hyundai,verna,1,Unknown,good,True
hyundai verna,2011,diesel,117782,250000,noida,sedan,manual,fluidic 1.6 ex crdi,False,delhi,delhi,False,dl6c,hyundai,verna,2,Unknown,great,True
toyota etios liva,2012,diesel,37193,250000,noida,hatchback,manual,d 4d gd,False,noida,uttar pradesh,False,up16,toyota,etios liva,1,Unknown,great,True
maruti alto k10,2011,petrol,34028,184599,gurgaon,hatchback,manual,lxi,True,new delhi,delhi,True,dl9c,maruti,alto k10,1,Unknown,great,True
maruti alto k10,2017,petrol,11976,323999,gurgaon,hatchback,manual,vxi,True,gurgaon,haryana,True,hr26,maruti,alto k10,1,391940.0,great,True
hyundai grand i10,2015,petrol,17181,378699,gurgaon,hatchback,manual,sportz 1.2 kappa vtvt,True,new delhi,delhi,True,dl1c,hyundai,grand i10,1,Unknown,great,True
maruti baleno,2016,petrol,20092,499499,gurgaon,hatchback,manual,delta 1.2 k12,True,gurgaon,haryana,True,hr26,maruti,baleno,1,587400.0,great,True
hyundai grand i10,2016,petrol,19069,461699,gurgaon,hatchback,manual,sportz 1.2 kappa vtvt,True,new delhi,delhi,True,dl8c,hyundai,grand i10,1,Unknown,great,True
maruti alto k10,2010,petrol,41190,183599,gurgaon,hatchback,manual,vxi,True,gurgaon,haryana,True,hr26,maruti,alto k10,1,242925.0,great,True
maruti ritz,2014,diesel,29959,387499,gurgaon,hatchback,Unknown,vdi elate limited edition,True,faridabad,haryana,True,hr51,maruti,ritz,1,436759.0,great,True
maruti wagon r 1.0,2013,petrol,36501,270599,gurgaon,hatchback,manual,vxi,True,gurgaon,haryana,True,hr26,maruti,wagon r 1.0,2,Unknown,great,True
maruti alto k10,2017,petrol,27705,339399,gurgaon,hatchback,Unknown,vxi (o) amt,True,noida,uttar pradesh,True,up16,maruti,alto k10,1,442157.0,great,True
maruti alto,2010,petrol,47182,158599,gurgaon,hatchback,manual,lxi,True,gurgaon,haryana,True,hr26,maruti,alto,1,200043.0,great,True
honda city,2011,petrol,61632,343099,gurgaon,sedan,manual,s mt petrol,True,gurgaon,haryana,True,hr26,honda,city,1,356538.0,great,True
maruti ritz,2014,diesel,44353,346099,gurgaon,hatchback,Unknown,vdi elate limited edition,True,gurgaon,haryana,True,hr26,maruti,ritz,1,349000.0,great,True
hyundai grand i10,2013,petrol,40273,350099,gurgaon,hatchback,manual,magna 1.2 vtvt,True,new delhi,delhi,True,dl3c,hyundai,grand i10,1,366899.0,great,True
renault kwid,2018,petrol,11949,311199,gurgaon,hatchback,manual,rxl,True,delhi,delhi,True,dl3c,renault,kwid,1,Unknown,great,True
hyundai grand i10,2016,petrol,41227,381799,gurgaon,hatchback,manual,sportz 1.2 kappa vtvt,True,gurgaon,haryana,True,hr26,hyundai,grand i10,3,Unknown,great,True
maruti swift,2014,petrol,48866,398399,gurgaon,hatchback,manual,vxi,True,delhi,delhi,True,dl8c,maruti,swift,1,Unknown,great,True
honda amaze,2017,petrol,23274,520199,gurgaon,sedan,manual,1.2 smt i vtec,True,delhi,delhi,True,dl3c,honda,amaze,1,533899.0,great,True
maruti alto 800,2018,petrol,27886,289299,gurgaon,hatchback,manual,lxi,True,gurgaon,haryana,True,hr26,maruti,alto 800,1,369510.0,great,True
maruti swift dzire,2010,petrol,45983,306099,gurgaon,sedan,manual,zxi 1.3,True,gurgaon,haryana,True,hr26,maruti,swift dzire,1,Unknown,great,True
maruti ciaz,2018,petrol,4220,890399,gurgaon,sedan,Unknown,alpha 1.5 at vtvt shvs,True,yamunanagar,haryana,True,hr02,maruti,ciaz,1,906288.0,great,True
honda brio,2013,petrol,46210,277299,gurgaon,hatchback,manual,1.2 s mt i vtec,True,gurgaon,haryana,True,hr26,honda,brio,1,Unknown,great,True
hyundai verna,2012,diesel,48288,410499,gurgaon,sedan,manual,fluidic 1.6 sx crdi,True,delhi,delhi,True,dl10,hyundai,verna,1,500914.0,great,True
hyundai grand i10,2017,petrol,43373,368699,gurgaon,hatchback,manual,magna 1.2 kappa vtvt,True,palwal,haryana,True,hr29,hyundai,grand i10,2,396800.0,great,True
maruti alto k10,2015,petrol & cng,58187,270399,gurgaon,hatchback,Unknown,vxi amt,True,gurgaon,haryana,True,hr26,maruti,alto k10,2,326060.0,great,True
maruti swift dzire,2012,diesel,48390,326999,gurgaon,sedan,manual,vdi bs iv,True,delhi,delhi,True,dl4c,maruti,swift dzire,1,Unknown,great,True
hyundai grand i10,2016,petrol,43120,401299,gurgaon,hatchback,manual,sportz 1.2 kappa vtvt,True,sohana,haryana,True,hr72,hyundai,grand i10,1,414424.0,great,True
hyundai i10,2010,petrol,47870,219699,gurgaon,hatchback,manual,magna 1.2 kappa2,True,gurgaon,haryana,True,hr26,hyundai,i10,1,Unknown,great,True
honda brio,2013,petrol,56137,251499,gurgaon,hatchback,manual,1.2 e mt i vtec,True,gurgaon,haryana,True,hr26,honda,brio,1,323331.0,great,True
hyundai grand i10,2017,petrol,44311,406399,gurgaon,hatchback,manual,era 1.2 vtvt,True,gurgaon,haryana,True,hr26,hyundai,grand i10,1,Unknown,great,True
hyundai eon,2015,petrol,19037,245799,gurgaon,hatchback,manual,era plus,True,delhi,delhi,True,dl9c,hyundai,eon,3,Unknown,great,True
renault kwid,2017,petrol,38245,229499,gurgaon,hatchback,manual,rxl,True,bhiwani,haryana,True,hr16,renault,kwid,2,232866.0,great,True
maruti swift,2015,diesel,52490,424499,gurgaon,hatchback,manual,vdi abs,True,gurgaon,haryana,True,hr26,maruti,swift,1,526496.0,great,True
hyundai i10,2009,petrol,53021,173899,gurgaon,hatchback,manual,magna 1.2,True,delhi,delhi,True,dl2c,hyundai,i10,1,214760.0,great,True
maruti alto 800,2017,petrol,18113,307899,gurgaon,hatchback,manual,lxi,True,delhi,delhi,True,dl2c,maruti,alto 800,1,Unknown,great,True
maruti alto k10,2017,petrol,30113,314099,gurgaon,hatchback,manual,vxi,True,gurgaon,haryana,True,hr26,maruti,alto k10,1,Unknown,great,True
hyundai grand i10,2016,petrol,60011,394299,gurgaon,hatchback,manual,sportz 1.2 kappa vtvt,True,karnal,haryana,True,hr05,hyundai,grand i10,1,406750.0,great,True
maruti wagon r 1.0,2017,petrol,51476,308199,gurgaon,hatchback,manual,vxi,True,faridabad,haryana,True,hr51,maruti,wagon r 1.0,1,317400.0,great,True
maruti alto 800,2017,petrol & cng,51147,275799,gurgaon,hatchback,manual,lxi,True,gurgaon,haryana,True,hr27,maruti,alto 800,2,Unknown,great,True
maruti swift dzire,2012,diesel,82002,346799,gurgaon,sedan,manual,vdi bs iv,True,delhi,delhi,True,dl1c,maruti,swift dzire,1,Unknown,great,True
