car_name,yr_mfr,fuel_type,kms_run,sale_price,city,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,make,model,total_owners,original_price,car_rating,fitness_certificate
hyundai eon,2014,petrol,25857,324499,bengaluru,hatchback,manual,magna plus,True,electronic city,karnataka,True,ka51,hyundai,eon,1,Unknown,great,True
hyundai grand i10,2016,petrol,34448,443299,bengaluru,hatchback,manual,magna 1.2 vtvt,False,kolar,karnataka,True,ka50,hyundai,grand i10,2,446123.0,great,True
maruti celerio,2018,petrol,10044,514599,bengaluru,hatchback,automatic,zxi opt amt,True,banglore-cafe dly,karnataka,True,ka03,maruti,celerio,1,521930.0,great,True
toyota etios liva,2011,petrol,34888,422299,bengaluru,hatchback,manual,g,False,bengaluru,karnataka,True,ka04,toyota,etios liva,1,Unknown,great,True
hyundai i10,2013,petrol,20524,405999,bengaluru,hatchback,manual,sportz 1.2 kappa2,True,bengaluru,karnataka,True,ka02,hyundai,i10,1,Unknown,great,True
maruti celerio,2015,petrol,25908,410899,bengaluru,hatchback,automatic,vxi amt,True,electronic city,karnataka,True,ka51,maruti,celerio,1,Unknown,great,True
maruti swift dzire,2015,petrol,46783,445999,bengaluru,sedan,manual,lxi 1.2 bs iv,True,bangalore central,karnataka,True,ka01,maruti,swift dzire,1,446099.0,great,True
maruti celerio,2015,petrol,38701,408899,bengaluru,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka41,maruti,celerio,1,408999.0,great,True
maruti celerio,2015,petrol,55157,402199,bengaluru,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka02,maruti,celerio,1,488742.0,great,True
maruti swift,2018,petrol,12731,643099,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka05,maruti,swift,1,655390.0,great,True
hyundai grand i10,2015,petrol,44013,472299,bengaluru,hatchback,manual,sports 1.2 vtvt,False,bengaluru,karnataka,True,ka03,hyundai,grand i10,1,Unknown,great,True
maruti alto k10,2014,petrol,39824,301199,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,alto k10,2,375553.0,great,True
maruti alto,2020,petrol,3175,392599,bengaluru,hatchback,manual,vxi,True,electronic city,karnataka,True,ka51,maruti,alto,1,394956.0,great,True
hyundai santro xing,2008,petrol,57944,186399,bengaluru,hatchback,manual,gls,True,bangalore south,karnataka,True,ka05,hyundai,santro xing,1,228576.0,great,True
maruti celerio,2015,petrol,23775,391599,bengaluru,hatchback,automatic,vxi amt,True,bangalore central,karnataka,True,ka01,maruti,celerio,2,391699.0,great,True
hyundai i20,2012,petrol,38630,429799,bengaluru,hatchback,manual,sportz 1.2 vtvt,True,bengaluru,karnataka,True,ka51,hyundai,i20,1,Unknown,great,True
toyota etios,2012,petrol,30224,419199,bengaluru,sedan,manual,g,False,bengaluru,karnataka,True,ka02,toyota,etios,2,Unknown,great,True
honda city,2011,petrol,34963,457499,bengaluru,sedan,manual,s mt petrol,True,electronic city,karnataka,True,ka51,honda,city,2,457599.0,great,True
maruti alto k10,2015,petrol,26140,319099,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka04,maruti,alto k10,2,Unknown,great,True
renault kwid,2017,petrol,22422,354999,bengaluru,hatchback,manual,1.0 rxl,True,electronic city,karnataka,True,ka51,renault,kwid,1,Unknown,great,True
hyundai grand i10,2017,petrol,21549,491599,bengaluru,hatchback,manual,magna 1.2 kappa vtvt,True,bengaluru,karnataka,True,ka02,hyundai,grand i10,1,493622.0,great,True
maruti swift dzire,2009,petrol,63584,274599,bengaluru,sedan,manual,vxi 1.3,False,bangalore central,karnataka,True,ka53,maruti,swift dzire,3,Unknown,great,True
maruti alto k10,2011,petrol,62717,221299,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka02,maruti,alto k10,2,263703.0,great,True
tata nano,2015,petrol,29556,236099,bengaluru,hatchback,automatic,twist xta,True,bengaluru,karnataka,True,ka03,tata,nano,2,Unknown,great,True
maruti alto,2012,petrol,25985,304199,bengaluru,hatchback,manual,lxi,True,bangalore south,karnataka,True,ka05,maruti,alto,1,Unknown,great,True
toyota etios,2011,petrol,16438,383499,bengaluru,sedan,manual,g,False,banglore-cafe dly,karnataka,True,ka04,toyota,etios,1,Unknown,great,True
maruti alto 800,2012,petrol,24679,257799,bengaluru,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka03,maruti,alto 800,3,300940.0,great,True
maruti wagon r 1.0,2014,petrol,27274,416899,bengaluru,hatchback,manual,vxi,False,bangalore central,karnataka,True,ka01,maruti,wagon r 1.0,1,Unknown,great,True
hyundai i20,2010,petrol,19693,442899,bengaluru,hatchback,manual,asta 1.2 o with sunroof,True,bangalore south,karnataka,True,ka05,hyundai,i20,2,Unknown,good,True
hyundai elite i20,2018,petrol,11156,731099,bengaluru,hatchback,manual,asta 1.2,True,bangalore south,karnataka,True,ka41,hyundai,elite i20,1,760185.0,great,True
maruti swift,2011,diesel,74130,361099,bengaluru,hatchback,manual,vdi,True,banglore-cafe dly,karnataka,True,ka03,maruti,swift,3,361199.0,great,True
hyundai i10,2009,petrol,38304,294599,bengaluru,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka04,hyundai,i10,1,294699.0,great,True
maruti alto k10,2012,petrol,67346,266599,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka53,maruti,alto k10,1,266699.0,great,True
maruti swift dzire,2013,petrol,23279,491999,bengaluru,sedan,manual,vxi 1.2 bs iv,True,bengaluru,karnataka,True,ka01,maruti,swift dzire,1,Unknown,great,True
hyundai eon,2014,petrol,30303,331899,bengaluru,hatchback,manual,magna plus,True,bengaluru,karnataka,True,ka02,hyundai,eon,1,Unknown,great,True
maruti celerio,2014,petrol,35366,410999,bengaluru,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka51,maruti,celerio,2,Unknown,great,True
maruti wagon r 1.0,2016,petrol,27428,432999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka04,maruti,wagon r 1.0,2,Unknown,great,True
maruti wagon r 1.0,2011,petrol,33891,321599,bengaluru,hatchback,manual,vxi,True,bangalore central,karnataka,True,ka03,maruti,wagon r 1.0,1,370201.0,great,True
maruti wagon r 1.0,2011,petrol,58519,307999,bengaluru,hatchback,manual,vxi,True,bangalore k r puram,karnataka,True,ka53,maruti,wagon r 1.0,1,308099.0,great,True
renault kwid,2018,petrol,14176,438499,bengaluru,hatchback,Unknown,rxt 1.0 easy-r  at,True,bangalore central,karnataka,True,ka01,renault,kwid,1,Unknown,great,True
maruti alto 800,2015,petrol,21980,319099,bengaluru,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka02,maruti,alto 800,1,319866.0,great,True
maruti wagon r 1.0,2011,petrol,63460,318399,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,wagon r 1.0,1,318499.0,great,True
honda brio,2012,petrol,30556,360999,bengaluru,hatchback,manual,1.2 s mt i vtec,False,bengaluru,karnataka,True,ka04,honda,brio,2,Unknown,great,True
maruti alto,2019,petrol,13217,353199,bengaluru,hatchback,manual,lxi,True,bangalore k r puram,karnataka,True,ka53,maruti,alto,1,431840.0,great,True
hyundai eon,2011,petrol,27318,281699,bengaluru,hatchback,manual,magna,True,bengaluru,karnataka,True,ka01,hyundai,eon,1,Unknown,good,True
hyundai i10,2013,petrol,59237,420699,bengaluru,hatchback,automatic,sportz 1.2 at kappa2,True,bengaluru,karnataka,True,ka53,hyundai,i10,1,Unknown,great,True
maruti celerio,2015,petrol,32958,429099,bengaluru,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka04,maruti,celerio,1,Unknown,great,True
hyundai i20,2011,petrol,35585,411999,bengaluru,hatchback,manual,magna o 1.2,True,bengaluru,karnataka,True,ka41,hyundai,i20,1,Unknown,great,True
maruti a star,2012,petrol,27067,343999,bengaluru,hatchback,automatic,vxi abs at,True,bengaluru,karnataka,True,ka04,maruti,a star,1,Unknown,great,True
maruti swift,2010,petrol,68339,350499,bengaluru,hatchback,manual,vxi,True,bangalore central,karnataka,True,ka03,maruti,swift,2,Unknown,great,True
maruti swift dzire,2014,petrol,3813,538899,bengaluru,sedan,manual,vxi 1.2 bs iv,True,bengaluru,karnataka,True,ka50,maruti,swift dzire,1,656580.0,great,True
hyundai i10,2010,petrol,48371,317299,bengaluru,hatchback,manual,sportz 1.2,False,bengaluru,karnataka,True,ka05,hyundai,i10,1,Unknown,great,True
maruti swift,2015,petrol,24740,501299,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka01,maruti,swift,1,501399.0,great,True
maruti ritz,2014,petrol,52410,432999,bengaluru,hatchback,manual,vxi bs iv,True,bangalore south,karnataka,True,ka05,maruti,ritz,1,531330.0,great,True
hyundai i10,2011,petrol,39213,392499,bengaluru,hatchback,manual,sportz 1.2 kappa2,True,bangalore south,karnataka,True,ka05,hyundai,i10,1,400199.0,great,True
maruti swift,2015,petrol,35276,497899,bengaluru,hatchback,manual,vxi,False,bangalore central,karnataka,True,ka01,maruti,swift,2,497999.0,great,True
maruti omni e,2018,petrol,16503,349599,bengaluru,Unknown,Unknown,8 str,True,bengaluru,karnataka,True,ka04,maruti,omni e,1,Unknown,great,True
hyundai i10,2010,petrol,62086,331399,bengaluru,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka04,hyundai,i10,2,Unknown,great,True
hyundai i20,2011,petrol,34630,404799,bengaluru,hatchback,manual,sportz 1.2 o,True,bengaluru,karnataka,True,ka05,hyundai,i20,1,Unknown,great,True
maruti celerio,2015,petrol,30446,431399,bengaluru,hatchback,automatic,zxi amt,True,bengaluru,karnataka,True,ka03,maruti,celerio,1,Unknown,great,True
toyota etios liva,2011,petrol,44575,389199,bengaluru,hatchback,manual,g,False,electronic city,karnataka,True,ka51,toyota,etios liva,1,Unknown,great,True
renault kwid,2019,petrol,13190,443499,bengaluru,hatchback,automatic,rxt 1.0 easy-r at option,True,bangalore central,karnataka,True,ka01,renault,kwid,1,450720.0,great,True
hyundai santro xing,2011,petrol,49419,241599,bengaluru,hatchback,manual,gl plus,True,bangalore central,karnataka,True,ka01,hyundai,santro xing,2,244599.0,great,True
maruti alto k10,2014,petrol,39855,363999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka41,maruti,alto k10,1,Unknown,great,True
maruti swift,2012,petrol,34311,457999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,swift,1,Unknown,great,True
hyundai santro xing,2013,petrol,45209,298299,bengaluru,hatchback,manual,gls,True,bengaluru,karnataka,True,ka03,hyundai,santro xing,2,349016.0,great,True
maruti swift,2012,petrol,36836,497799,bengaluru,hatchback,manual,zxi,True,bangalore south,karnataka,True,ka05,maruti,swift,1,Unknown,great,True
hyundai i20,2010,petrol,53506,347399,bengaluru,hatchback,manual,sportz 1.2 o,False,bengaluru,karnataka,True,ka51,hyundai,i20,3,347499.0,great,True
hyundai i10,2012,petrol,40807,330899,bengaluru,hatchback,manual,sportz 1.2 kappa2,False,bengaluru,karnataka,True,ka01,hyundai,i10,1,334199.0,great,True
hyundai eon,2017,petrol,22418,369199,bengaluru,hatchback,manual,era plus (o),False,bangalore k r puram,karnataka,True,ka53,hyundai,eon,1,Unknown,great,True
maruti ritz,2014,petrol,54073,385699,bengaluru,hatchback,manual,vxi bs iv,True,bengaluru,karnataka,True,ka05,maruti,ritz,2,385799.0,great,True
hyundai i10,2010,petrol,37163,318299,bengaluru,hatchback,manual,sportz 1.2 kappa2,False,bengaluru,karnataka,True,ka53,hyundai,i10,1,Unknown,great,True
hyundai grand i10,2014,petrol,26578,506199,bengaluru,hatchback,manual,sportz 1.2 kappa vtvt,True,banglore-cafe dly,karnataka,True,ka04,hyundai,grand i10,1,Unknown,great,True
maruti ritz,2015,petrol,18966,505899,bengaluru,hatchback,manual,zxi abs,True,bengaluru,karnataka,True,ka04,maruti,ritz,1,506099.0,great,True
maruti alto k10,2018,petrol,17788,404399,bengaluru,hatchback,manual,vxi opt,True,bengaluru,karnataka,True,ka53,maruti,alto k10,1,Unknown,great,True
maruti celerio,2017,petrol,30029,505699,bengaluru,hatchback,automatic,zxi opt amt,False,bengaluru,karnataka,True,ka04,maruti,celerio,1,579275.0,great,True
renault kwid,2016,petrol,17171,333199,bengaluru,hatchback,manual,rxt,False,bangalore south,karnataka,True,ka05,renault,kwid,1,Unknown,great,True
maruti ignis,2017,petrol,12173,588699,bengaluru,hatchback,automatic,delta 1.2 k12 amt,True,bangalore south,karnataka,True,ka05,maruti,ignis,1,592829.0,great,True
hyundai i10,2013,petrol,14965,477099,bengaluru,hatchback,automatic,sportz 1.2 at kappa2,True,electronic city,karnataka,True,ka51,hyundai,i10,1,Unknown,great,True
maruti baleno,2016,petrol,34615,614899,bengaluru,hatchback,manual,delta 1.2 k12,False,bengaluru,karnataka,True,ka51,maruti,baleno,1,Unknown,great,True
maruti alto k10,2018,petrol,6428,410599,bengaluru,hatchback,Unknown,vxi (o) amt,False,bangalore central,karnataka,True,ka01,maruti,alto k10,1,520975.0,great,True
maruti celerio,2014,petrol,26028,435099,bengaluru,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka05,maruti,celerio,1,Unknown,great,True
maruti swift,2010,diesel,48994,406399,bengaluru,hatchback,manual,vdi abs,False,banglore-cafe dly,karnataka,True,ka04,maruti,swift,1,411773.0,great,True
maruti zen estilo,2010,petrol,43249,225499,bengaluru,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka04,maruti,zen estilo,2,225599.0,great,True
renault kwid,2016,petrol,20505,325399,bengaluru,hatchback,manual,rxt,True,bangalore k r puram,karnataka,True,ka53,renault,kwid,2,Unknown,great,True
honda amaze,2015,petrol,9075,468099,bengaluru,sedan,manual,1.2 smt i vtec,True,bangalore central,karnataka,True,ka02,honda,amaze,1,Unknown,great,True
hyundai i20,2011,petrol,45165,415099,bengaluru,hatchback,manual,sportz 1.2 o,False,bengaluru,karnataka,True,ka50,hyundai,i20,2,Unknown,great,True
maruti dzire,2017,petrol,12021,713199,bengaluru,sedan,automatic,zxi plus amt,True,bangalore central,karnataka,True,ka03,maruti,dzire,1,910601.0,great,True
tata nano,2015,petrol,21822,200699,bengaluru,hatchback,manual,xt twist,False,banglore-cafe dly,karnataka,True,ka05,tata,nano,2,Unknown,good,True
maruti baleno,2017,petrol,13001,672199,bengaluru,hatchback,manual,zeta 1.2 k12,True,bangalore k r puram,karnataka,True,ka53,maruti,baleno,1,681522.0,great,True
renault kwid,2016,petrol,46013,343199,bengaluru,hatchback,manual,rxt opt,False,banglore-cafe dly,karnataka,True,ka03,renault,kwid,1,343299.0,great,True
mahindra kuv100,2016,diesel,38594,408099,bengaluru,suv,manual,k6 d 6 str,False,electronic city,karnataka,True,ka51,mahindra,kuv100,1,408199.0,great,True
hyundai i10,2011,petrol,53572,385599,bengaluru,hatchback,manual,sportz 1.2 kappa2,True,bengaluru,karnataka,True,ka50,hyundai,i10,1,385699.0,great,True
maruti a star,2012,petrol,59747,304999,bengaluru,hatchback,automatic,vxi abs at,True,bengaluru,karnataka,True,ka03,maruti,a star,1,Unknown,great,True
hyundai grand i10,2017,petrol,15075,608899,bengaluru,hatchback,Unknown,sportz (o) 1.2 at vtvt,True,bengaluru,karnataka,True,ka04,hyundai,grand i10,1,Unknown,great,True
renault kwid,2016,petrol,29645,315099,bengaluru,hatchback,manual,rxl,True,devanahalli,karnataka,True,ka43,renault,kwid,1,Unknown,great,True
hyundai santro xing,2011,petrol,69819,246199,bengaluru,hatchback,manual,gl plus,True,banglore-cafe dly,karnataka,True,ka03,hyundai,santro xing,2,Unknown,great,True
toyota corolla altis,2008,petrol,55593,394699,bengaluru,luxury sedan,Unknown,1.8 gl,True,bengaluru,karnataka,True,ka03,toyota,corolla altis,2,Unknown,great,True
renault kwid,2016,petrol,30759,369099,bengaluru,hatchback,manual,rxt opt,True,bengaluru,karnataka,True,ka03,renault,kwid,2,Unknown,great,True
maruti celerio,2016,petrol,42195,454199,bengaluru,hatchback,manual,zxi opt,True,banglore-cafe dly,karnataka,True,ka02,maruti,celerio,1,Unknown,great,True
hyundai grand i10,2015,petrol,19346,492699,bengaluru,hatchback,manual,sportz 1.2 kappa vtvt,True,bengaluru,karnataka,True,ka05,hyundai,grand i10,1,501935.0,great,True
hyundai eon,2014,petrol,56757,270199,bengaluru,hatchback,manual,d lite plus,True,electronic city,karnataka,True,ka51,hyundai,eon,1,Unknown,great,True
hyundai i10,2015,petrol,23841,458599,bengaluru,hatchback,manual,sportz 1.1 irde2,True,bengaluru,karnataka,True,ka51,hyundai,i10,1,Unknown,great,True
maruti swift dzire,2014,petrol,14670,575899,bengaluru,sedan,manual,vxi 1.2 bs iv,True,bengaluru,karnataka,True,ka03,maruti,swift dzire,1,Unknown,great,True
hyundai grand i10,2015,petrol,14867,494199,bengaluru,hatchback,manual,sportz 1.2 kappa vtvt,False,bengaluru,karnataka,True,ka03,hyundai,grand i10,1,497405.0,great,True
maruti swift,2011,petrol,53404,409499,bengaluru,hatchback,manual,zxi,False,bengaluru,karnataka,True,ka41,maruti,swift,2,422274.0,great,True
maruti alto,2012,petrol,16071,298999,bengaluru,hatchback,manual,lxi,True,bangalore south,karnataka,True,ka05,maruti,alto,2,Unknown,great,True
maruti alto 800,2013,petrol,22219,293299,bengaluru,hatchback,manual,lxi,True,electronic city,karnataka,True,ka51,maruti,alto 800,2,Unknown,great,True
maruti alto,2008,petrol,45476,190399,bengaluru,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka01,maruti,alto,1,226645.0,great,True
toyota etios liva,2011,petrol,54931,368799,bengaluru,hatchback,manual,g,True,bengaluru,karnataka,True,ka04,toyota,etios liva,1,368899.0,great,True
hyundai i20 active,2016,petrol,30190,631999,bengaluru,hatchback,manual,1.2 sx,False,bangalore central,karnataka,True,ka53,hyundai,i20 active,2,Unknown,great,True
maruti wagon r 1.0,2012,petrol,60223,311099,bengaluru,hatchback,manual,vxi,False,bangalore k r puram,karnataka,True,ka53,maruti,wagon r 1.0,1,Unknown,great,True
hyundai i10,2010,petrol,43402,283299,bengaluru,hatchback,manual,magna 1.2,False,bengaluru,karnataka,True,ka41,hyundai,i10,3,Unknown,great,True
maruti alto k10,2012,petrol,34268,290499,bengaluru,hatchback,manual,vxi,True,electronic city,karnataka,True,ka51,maruti,alto k10,2,Unknown,great,True
tata nano,2017,petrol,12804,268099,bengaluru,hatchback,automatic,twist xta,True,bengaluru,karnataka,True,ka05,tata,nano,2,Unknown,great,True
maruti wagon r 1.0,2017,petrol,21187,425699,bengaluru,hatchback,Unknown,vxi+ (o) mt,True,bengaluru,karnataka,True,ka03,maruti,wagon r 1.0,1,Unknown,great,True
hyundai i10,2010,petrol,49583,366799,bengaluru,hatchback,manual,sportz 1.2,True,bangalore k r puram,karnataka,True,ka53,hyundai,i10,1,Unknown,great,True
maruti alto,2010,petrol,47758,261599,bengaluru,hatchback,manual,lxi,True,bangalore central,karnataka,True,ka03,maruti,alto,1,261699.0,great,True
renault kwid,2016,petrol,29788,376899,bengaluru,hatchback,manual,rxt opt,True,bangalore k r puram,karnataka,True,ka53,renault,kwid,1,Unknown,great,True
maruti zen estilo,2010,petrol,46535,206599,bengaluru,hatchback,manual,lxi,False,bengaluru,karnataka,True,ka03,maruti,zen estilo,1,209199.0,great,True
maruti alto,2008,petrol,33618,197699,bengaluru,hatchback,manual,lxi,False,bengaluru,karnataka,True,ka01,maruti,alto,2,197799.0,great,True
maruti eeco,2019,petrol,13902,464799,bengaluru,suv,manual,5 str with ac plushtr,True,bengaluru,karnataka,True,ka51,maruti,eeco,1,Unknown,great,True
renault kwid,2016,petrol,39669,307099,bengaluru,hatchback,manual,rxt,True,electronic city,karnataka,True,ka51,renault,kwid,2,Unknown,great,True
renault kwid,2017,petrol,29546,330999,bengaluru,hatchback,Unknown,rxl1.0 easy-r at,True,bangalore central,karnataka,True,ka01,renault,kwid,2,331099.0,great,True
hyundai santro xing,2008,petrol,40542,184299,bengaluru,hatchback,manual,gls,True,bengaluru,karnataka,True,ka19,hyundai,santro xing,3,Unknown,great,True
hyundai grand i10,2016,petrol,22110,574199,bengaluru,hatchback,automatic,asta 1.2 at vtvt,False,bangalore south,karnataka,True,ka05,hyundai,grand i10,1,Unknown,great,True
hyundai i20,2014,petrol,33972,502399,bengaluru,hatchback,manual,sportz 1.2 vtvt,True,bengaluru,karnataka,True,ka05,hyundai,i20,1,Unknown,great,True
maruti swift,2011,petrol,59096,400799,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,swift,2,Unknown,great,True
renault kwid,2016,petrol,15874,389899,bengaluru,hatchback,manual,rxt opt,True,bengaluru,karnataka,True,ka03,renault,kwid,1,Unknown,good,True
hyundai i10,2010,petrol,49994,332899,bengaluru,hatchback,manual,magna 1.1 irde2,True,bengaluru,karnataka,True,ka03,hyundai,i10,1,Unknown,great,True
hyundai i20,2011,petrol,59735,334699,bengaluru,hatchback,manual,asta 1.2,True,bangalore central,karnataka,True,ka05,hyundai,i20,3,Unknown,great,True
hyundai i20,2011,petrol,51746,359399,bengaluru,hatchback,manual,magna o 1.2,True,bengaluru,karnataka,True,ka03,hyundai,i20,1,359499.0,great,True
tata nano,2016,petrol,19280,247599,bengaluru,hatchback,automatic,twist xta,False,bangalore south,karnataka,True,ka05,tata,nano,2,Unknown,great,True
hyundai i20,2013,petrol,24570,463399,bengaluru,hatchback,manual,magna o 1.2,False,banglore-cafe dly,karnataka,True,ka03,hyundai,i20,1,Unknown,great,True
maruti alto k10,2012,petrol,59253,243699,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka03,maruti,alto k10,1,288537.0,great,True
maruti baleno,2016,petrol,3546,637399,bengaluru,hatchback,manual,delta 1.2 k12,True,banglore-cafe dly,karnataka,True,ka03,maruti,baleno,1,Unknown,great,True
hyundai grand i10,2016,petrol,19472,507499,bengaluru,hatchback,manual,asta at 1.2 kappa vtvt,True,bengaluru,karnataka,True,ka04,hyundai,grand i10,1,542000.0,great,True
maruti wagon r 1.0,2012,petrol,60412,323499,bengaluru,hatchback,manual,vxi,True,bangalore south,karnataka,True,ka05,maruti,wagon r 1.0,1,404589.0,great,True
maruti alto k10,2016,petrol,36800,353199,bengaluru,hatchback,manual,vxi,True,bangalore central,karnataka,True,ka02,maruti,alto k10,1,Unknown,great,True
maruti celerio,2016,petrol,7113,481399,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka04,maruti,celerio,1,Unknown,great,True
hyundai i10,2010,petrol,36981,343299,bengaluru,hatchback,manual,sportz 1.2,False,bengaluru,karnataka,True,ka03,hyundai,i10,1,Unknown,great,True
maruti alto k10,2015,petrol,27835,339199,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,alto k10,1,Unknown,great,True
maruti swift,2014,petrol,24268,532799,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,swift,1,627330.0,great,True
toyota etios liva,2017,petrol,35447,493799,bengaluru,hatchback,manual,g,True,bengaluru,karnataka,True,ka02,toyota,etios liva,2,Unknown,great,True
hyundai eon,2011,petrol,34450,268599,bengaluru,hatchback,manual,era,True,bengaluru,karnataka,True,ka02,hyundai,eon,1,Unknown,good,True
renault pulse,2016,petrol,30523,383599,bengaluru,hatchback,manual,rx l petrol,True,bangalore k r puram,karnataka,True,ka53,renault,pulse,1,Unknown,great,True
hyundai i10,2013,petrol,46057,431199,bengaluru,hatchback,automatic,sportz 1.2 at kappa2,True,bangalore central,karnataka,True,ka01,hyundai,i10,1,Unknown,great,True
hyundai i10,2012,petrol,39970,356999,bengaluru,hatchback,manual,era 1.1 irde,True,electronic city,karnataka,True,ka51,hyundai,i10,2,Unknown,great,True
maruti alto k10,2014,petrol,34163,367199,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka05,maruti,alto k10,2,Unknown,great,True
maruti swift,2013,petrol,45342,435999,bengaluru,hatchback,manual,vxi,True,banglore-cafe dly,karnataka,True,ka03,maruti,swift,3,Unknown,great,True
chevrolet spark,2009,petrol,20028,198099,bengaluru,hatchback,manual,ls 1.0,True,electronic city,karnataka,True,ka51,chevrolet,spark,1,Unknown,good,True
hyundai i10,2013,petrol,44121,353999,bengaluru,hatchback,manual,magna 1.1 irde2,True,bengaluru,karnataka,True,ka03,hyundai,i10,2,Unknown,great,True
hyundai i10,2011,petrol,48576,356399,bengaluru,hatchback,automatic,sportz 1.2 at kappa2,True,bengaluru,karnataka,True,ka03,hyundai,i10,2,Unknown,great,True
hyundai elite i20,2016,petrol,28797,583399,bengaluru,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka04,hyundai,elite i20,2,586861.0,great,True
hyundai i20,2010,petrol,42056,391499,bengaluru,hatchback,manual,sportz 1.2 o,False,bengaluru,karnataka,True,ka03,hyundai,i20,2,Unknown,great,True
hyundai i10,2010,petrol,40429,302699,bengaluru,hatchback,manual,magna 1.2,False,banglore-cafe dly,karnataka,True,ka04,hyundai,i10,1,303299.0,great,True
maruti alto k10,2011,petrol,39169,286799,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka53,maruti,alto k10,1,Unknown,great,True
maruti alto 800,2014,petrol,35551,287599,bengaluru,hatchback,manual,lxi,True,banglore-cafe dly,karnataka,True,ka03,maruti,alto 800,2,Unknown,great,True
tata nano,2014,petrol,38527,178799,bengaluru,hatchback,manual,xt twist,True,bengaluru,karnataka,True,ka03,tata,nano,1,Unknown,good,True
hyundai eon,2011,petrol,10967,281899,bengaluru,hatchback,manual,magna o,True,bangalore central,karnataka,True,ka02,hyundai,eon,1,Unknown,great,True
tata nano,2015,petrol,5839,283799,bengaluru,hatchback,automatic,twist xta,True,bangalore south,karnataka,True,ka05,tata,nano,2,Unknown,good,True
hyundai eon,2017,petrol,26189,313099,bengaluru,hatchback,manual,era plus,True,bengaluru,karnataka,True,ka03,hyundai,eon,3,Unknown,great,True
hyundai santro xing,2008,petrol & lpg,60152,238599,bengaluru,hatchback,manual,gl,False,electronic city,karnataka,True,ka51,hyundai,santro xing,1,Unknown,good,True
hyundai i20,2011,petrol,65735,354799,bengaluru,hatchback,manual,magna o 1.2,True,bengaluru,karnataka,True,ka03,hyundai,i20,3,Unknown,great,True
renault kwid,2017,petrol,24005,382799,bengaluru,hatchback,Unknown,rxt 1.0 easy-r  at,True,bengaluru,karnataka,True,ka53,renault,kwid,1,382899.0,great,True
maruti omni e,2017,petrol,28486,332199,bengaluru,Unknown,Unknown,8 str,True,bengaluru,karnataka,True,ka01,maruti,omni e,2,Unknown,great,True
hyundai elite i20,2015,petrol,50622,507099,bengaluru,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka01,hyundai,elite i20,2,514077.0,great,True
maruti alto k10,2014,petrol,51984,319199,bengaluru,hatchback,manual,vxi,True,bangalore south,karnataka,True,ka05,maruti,alto k10,1,360440.0,great,True
hyundai eon,2012,petrol,37867,295099,bengaluru,hatchback,manual,magna plus,True,bengaluru,karnataka,True,ka01,hyundai,eon,2,Unknown,good,True
maruti celerio,2017,petrol,23044,510699,bengaluru,hatchback,automatic,zxi opt amt,True,bangalore south,karnataka,True,ka05,maruti,celerio,1,Unknown,great,True
maruti ritz,2011,petrol,60921,374799,bengaluru,hatchback,manual,vxi bs iv,True,bengaluru,karnataka,True,ka03,maruti,ritz,2,Unknown,great,True
hyundai grand i10,2015,petrol,35751,504399,bengaluru,hatchback,manual,asta 1.2 (o) vtvt,True,bangalore central,karnataka,True,ka01,hyundai,grand i10,1,516328.0,great,True
